UDI,machine_id,timestamp,Product ID,Type,Air temperature [K],Process temperature [K],temp_diff,Rotational speed [rpm],Torque [Nm],power_w,Tool wear [min],Machine failure,failure_type,is_rnf_only
3978,18,2026-01-02 00:30:00,M18837,M,302.2,311.3,9.100000000000023,1510,36.6,5787.441986443117,91,0,NoFailure,False
3979,19,2026-01-02 00:30:00,L51158,L,302.2,311.3,9.100000000000023,1382,46.4,6715.133353097159,94,0,NoFailure,False
3980,20,2026-01-02 00:30:00,L51159,L,302.3,311.3,9.0,1439,41.8,6298.914214398558,96,0,NoFailure,False
3981,1,2026-01-02 00:35:00,M18840,M,302.2,311.3,9.100000000000023,1375,47.0,6767.514174608012,98,0,NoFailure,False
3982,2,2026-01-02 00:35:00,M18841,M,302.2,311.3,9.100000000000023,1931,21.9,4428.483252279781,101,0,NoFailure,False
3983,3,2026-01-02 00:35:00,L51162,L,302.2,311.3,9.100000000000023,1475,48.6,7506.835645752812,104,0,NoFailure,False
3984,4,2026-01-02 00:35:00,L51163,L,302.2,311.3,9.100000000000023,1389,46.9,6821.874199490627,106,0,NoFailure,False
3985,5,2026-01-02 00:35:00,L51164,L,302.3,311.3,9.0,1652,32.8,5674.302763011837,108,0,NoFailure,False
3986,6,2026-01-02 00:35:00,L51165,L,302.3,311.2,8.899999999999977,1386,50.3,7300.621503971176,110,0,NoFailure,False
3987,7,2026-01-02 00:35:00,M18846,M,302.2,311.3,9.100000000000023,1577,29.8,4921.263003946364,112,0,NoFailure,False
3988,8,2026-01-02 00:35:00,M18847,M,302.3,311.3,9.0,1444,43.1,6517.380567529192,115,0,NoFailure,False
3989,9,2026-01-02 00:35:00,L51168,L,302.2,311.3,9.100000000000023,1554,40.2,6541.926878129241,118,0,NoFailure,False
3990,10,2026-01-02 00:35:00,L51169,L,302.2,311.3,9.100000000000023,1602,32.8,5502.562364615595,120,0,NoFailure,False
3991,11,2026-01-02 00:35:00,H33404,H,302.2,311.2,9.0,1692,28.2,4996.640283681493,122,0,NoFailure,False
3992,12,2026-01-02 00:35:00,L51171,L,302.3,311.3,9.0,1682,34.4,6059.16880702761,127,0,NoFailure,False
3993,13,2026-01-02 00:35:00,L51172,L,302.3,311.3,9.0,1614,34.1,5763.503050422763,129,0,NoFailure,False
3994,14,2026-01-02 00:35:00,L51173,L,302.3,311.3,9.0,1324,47.8,6627.420086208931,131,0,NoFailure,False
3995,15,2026-01-02 00:35:00,L51174,L,302.3,311.4,9.099999999999966,1434,40.3,6051.775592316161,133,0,NoFailure,False
3996,16,2026-01-02 00:35:00,L51175,L,302.3,311.3,9.0,1621,31.6,5364.122848347405,135,0,NoFailure,False
3997,17,2026-01-02 00:35:00,M18856,M,302.3,311.3,9.0,1625,33.1,5632.6138284987,137,0,NoFailure,False
3998,18,2026-01-02 00:35:00,L51177,L,302.2,311.1,8.900000000000034,1394,53.7,7839.0904847964675,140,0,NoFailure,False
3999,19,2026-01-02 00:35:00,L51178,L,302.1,311.0,8.899999999999977,1586,35.1,5829.602159854292,142,0,NoFailure,False
4000,20,2026-01-02 00:35:00,L51179,L,302.0,311.0,9.0,1420,45.9,6825.424199189184,144,0,NoFailure,False
4001,1,2026-01-02 00:40:00,L51180,L,302.1,311.2,9.099999999999966,1422,50.3,7490.248036541856,146,0,NoFailure,False
4002,2,2026-01-02 00:40:00,H33415,H,302.1,311.2,9.099999999999966,1598,37.9,6342.268193018097,148,0,NoFailure,False
4003,3,2026-01-02 00:40:00,L51182,L,302.1,311.2,9.099999999999966,1454,59.2,9013.941417483931,153,1,PWF,False
4004,4,2026-01-02 00:40:00,L51183,L,302.1,311.2,9.099999999999966,1519,39.3,6251.423805451793,155,0,NoFailure,False
4005,5,2026-01-02 00:40:00,L51184,L,302.0,311.1,9.100000000000023,1373,55.7,8008.558464506613,157,0,NoFailure,False
4006,6,2026-01-02 00:40:00,M18865,M,302.0,311.1,9.100000000000023,1406,48.8,7185.1156140741905,159,0,NoFailure,False
4007,7,2026-01-02 00:40:00,L51186,L,302.1,311.2,9.099999999999966,1492,45.0,7030.884358733957,162,0,NoFailure,False
4008,8,2026-01-02 00:40:00,L51187,L,302.1,311.2,9.099999999999966,1369,50.8,7282.756313747762,164,0,NoFailure,False
4009,9,2026-01-02 00:40:00,M18868,M,302.2,311.2,9.0,1471,41.9,6454.391634824718,166,0,NoFailure,False
4010,10,2026-01-02 00:40:00,L51189,L,302.2,311.2,9.0,1630,36.0,6144.955230421635,169,0,NoFailure,False
4011,11,2026-01-02 00:40:00,M18870,M,302.1,311.1,9.0,1605,37.6,6319.627781961228,171,0,NoFailure,False
4012,12,2026-01-02 00:40:00,L51191,L,302.2,311.1,8.900000000000034,1447,52.1,7894.686202789494,174,0,NoFailure,False
4013,13,2026-01-02 00:40:00,M18872,M,302.2,311.2,9.0,1360,52.8,7519.716175632529,176,0,NoFailure,False
4014,14,2026-01-02 00:40:00,M18873,M,302.2,311.1,8.900000000000034,1728,34.0,6152.495052790251,179,0,NoFailure,False
4015,15,2026-01-02 00:40:00,L51194,L,302.1,311.0,8.899999999999977,1740,30.8,5612.141116372807,182,0,NoFailure,False
4016,16,2026-01-02 00:40:00,L51195,L,302.1,310.9,8.799999999999955,1477,41.4,6403.38264210593,184,0,NoFailure,False
4017,17,2026-01-02 00:40:00,L51196,L,302.1,310.9,8.799999999999955,1658,30.3,5260.848225848396,186,0,NoFailure,False
4018,18,2026-01-02 00:40:00,L51197,L,302.0,310.8,8.800000000000011,1902,23.4,4660.741197159673,188,0,NoFailure,False
4019,19,2026-01-02 00:40:00,M18878,M,302.0,310.8,8.800000000000011,1783,23.1,4313.123970039963,190,0,NoFailure,False
4020,20,2026-01-02 00:40:00,M18879,M,302.0,310.9,8.899999999999977,1558,45.3,7390.8480449822755,193,0,NoFailure,False
4021,1,2026-01-02 00:45:00,L51200,L,302.1,311.0,8.899999999999977,1351,49.5,7003.0812637496865,196,0,NoFailure,False
4022,2,2026-01-02 00:45:00,H33435,H,302.1,310.9,8.799999999999955,1452,42.5,6462.256088434205,198,0,NoFailure,False
4023,3,2026-01-02 00:45:00,L51202,L,302.1,310.9,8.799999999999955,1666,30.7,5356.017539301143,203,0,NoFailure,False
4024,4,2026-01-02 00:45:00,L51203,L,302.1,311.0,8.899999999999977,1364,50.0,7141.887299160796,205,0,NoFailure,False
4025,5,2026-01-02 00:45:00,M18884,M,302.1,311.0,8.899999999999977,1351,60.3,8531.026266749617,207,1,OSF,False
4026,6,2026-01-02 00:45:00,H33439,H,302.1,311.0,8.899999999999977,1729,26.1,4725.6779173093755,210,0,NoFailure,False
4027,7,2026-01-02 00:45:00,M18886,M,302.1,311.0,8.899999999999977,1574,34.1,5620.665304439547,215,0,NoFailure,False
4028,8,2026-01-02 00:45:00,L51207,L,302.0,311.0,9.0,1566,37.8,6198.864960357236,218,0,NoFailure,False
4029,9,2026-01-02 00:45:00,L51208,L,302.0,310.9,8.899999999999977,1455,43.2,6582.264927801335,220,0,NoFailure,False
4030,10,2026-01-02 00:45:00,H33443,H,302.0,310.9,8.899999999999977,1679,29.0,5098.909596531354,222,0,NoFailure,False
4031,11,2026-01-02 00:45:00,L51210,L,302.0,310.8,8.800000000000011,2143,17.3,3882.369729330754,227,0,NoFailure,False
4032,12,2026-01-02 00:45:00,L51211,L,302.0,310.8,8.800000000000011,1447,42.7,6470.309037602906,229,0,NoFailure,False
4033,13,2026-01-02 00:45:00,L51212,L,302.0,310.8,8.800000000000011,1383,50.3,7284.81929292362,231,1,OSF,False
4034,14,2026-01-02 00:45:00,L51213,L,302.1,310.8,8.699999999999989,1772,27.1,5028.768304552206,233,0,NoFailure,False
4035,15,2026-01-02 00:45:00,L51214,L,302.0,310.8,8.800000000000011,1615,29.0,4904.549731029266,235,1,TWF,False
4036,16,2026-01-02 00:45:00,L51215,L,302.0,310.8,8.800000000000011,1454,36.6,5572.808376349863,0,0,NoFailure,False
4037,17,2026-01-02 00:45:00,L51216,L,302.0,310.8,8.800000000000011,1445,49.1,7429.814265862301,2,0,NoFailure,False
4038,18,2026-01-02 00:45:00,M18897,M,302.0,310.8,8.800000000000011,1609,35.2,5930.991826761146,4,0,NoFailure,False
4039,19,2026-01-02 00:45:00,L51218,L,302.0,310.9,8.899999999999977,1546,34.4,5569.247904675793,7,0,NoFailure,False
4040,20,2026-01-02 00:45:00,L51219,L,301.9,310.8,8.900000000000034,1567,39.3,6448.96715150952,9,0,NoFailure,False
4041,1,2026-01-02 00:50:00,L51220,L,302.0,310.8,8.800000000000011,1767,27.4,5070.090719922424,11,0,NoFailure,False
4042,2,2026-01-02 00:50:00,L51221,L,302.0,310.9,8.899999999999977,1539,34.2,5511.798647017149,13,0,NoFailure,False
4043,3,2026-01-02 00:50:00,L51222,L,302.0,310.9,8.899999999999977,1564,39.0,6387.486183278768,15,0,NoFailure,False
4044,4,2026-01-02 00:50:00,M18903,M,302.0,310.8,8.800000000000011,1445,46.3,7006.118136648157,17,0,NoFailure,False
4045,5,2026-01-02 00:50:00,M18904,M,301.9,310.9,9.0,1419,47.7,7088.0927609558275,20,1,NoFailure,False
4046,6,2026-01-02 00:50:00,M18905,M,301.8,310.9,9.099999999999966,1881,20.9,4116.837261043673,23,0,NoFailure,False
4047,7,2026-01-02 00:50:00,M18906,M,301.9,310.9,9.0,1421,46.2,6874.872867556688,26,0,NoFailure,False
4048,8,2026-01-02 00:50:00,L51227,L,301.9,311.0,9.100000000000023,1455,46.0,7008.893210158828,29,0,NoFailure,False
4049,9,2026-01-02 00:50:00,L51228,L,301.9,311.0,9.100000000000023,2691,12.1,3409.7904184267536,31,1,PWF,False
4050,10,2026-01-02 00:50:00,L51229,L,301.8,310.8,9.0,1505,41.2,6493.253135949624,33,0,NoFailure,False
4051,11,2026-01-02 00:50:00,L51230,L,301.8,310.8,9.0,1456,46.6,7105.193496966868,35,0,NoFailure,False
4052,12,2026-01-02 00:50:00,L51231,L,301.8,310.8,9.0,1383,46.4,6719.992349734711,37,0,NoFailure,False
4053,13,2026-01-02 00:50:00,M18912,M,301.9,310.8,8.900000000000034,1563,39.2,6416.137508279507,39,0,NoFailure,False
4054,14,2026-01-02 00:50:00,M18913,M,301.9,310.9,9.0,2305,16.1,3886.2024723681343,42,0,NoFailure,False
4055,15,2026-01-02 00:50:00,M18914,M,301.9,310.9,9.0,1456,43.6,6647.777606604194,45,0,NoFailure,False
4056,16,2026-01-02 00:50:00,L51235,L,302.0,311.0,9.0,1865,22.7,4433.363192868355,48,0,NoFailure,False
4057,17,2026-01-02 00:50:00,L51236,L,301.9,310.9,9.0,1597,36.9,6171.061865372966,50,0,NoFailure,False
4058,18,2026-01-02 00:50:00,L51237,L,302.0,310.9,8.899999999999977,1495,38.6,6043.062908690206,52,0,NoFailure,False
4059,19,2026-01-02 00:50:00,M18918,M,302.0,310.9,8.899999999999977,1456,47.2,7196.676675039404,54,0,NoFailure,False
4060,20,2026-01-02 00:50:00,L51239,L,301.9,310.8,8.900000000000034,1465,44.3,6796.259747388359,57,0,NoFailure,False
4061,1,2026-01-02 00:55:00,M18920,M,302.0,310.9,8.899999999999977,1352,55.5,7857.751545158791,59,0,NoFailure,False
4062,2,2026-01-02 00:55:00,L51241,L,301.9,310.8,8.900000000000034,1906,21.7,4331.230015700153,62,0,NoFailure,False
4063,3,2026-01-02 00:55:00,L51242,L,302.0,310.9,8.899999999999977,1446,44.0,6662.689699733233,64,0,NoFailure,False
4064,4,2026-01-02 00:55:00,L51243,L,302.0,310.8,8.800000000000011,1948,19.7,4018.683434570015,66,0,NoFailure,False
4065,5,2026-01-02 00:55:00,L51244,L,301.9,310.7,8.800000000000011,1480,47.1,7299.804689881244,68,0,NoFailure,False
4066,6,2026-01-02 00:55:00,M18925,M,301.9,310.7,8.800000000000011,1511,37.6,5949.506279466303,70,0,NoFailure,False
4067,7,2026-01-02 00:55:00,M18926,M,301.9,310.7,8.800000000000011,1472,47.0,7244.931538198541,73,0,NoFailure,False
4068,8,2026-01-02 00:55:00,L51247,L,301.9,310.7,8.800000000000011,1429,51.0,7631.8710333656845,76,0,NoFailure,False
4069,9,2026-01-02 00:55:00,L51248,L,301.9,310.7,8.800000000000011,1405,48.8,7180.005290024354,78,0,NoFailure,False
4070,10,2026-01-02 00:55:00,M18929,M,301.9,310.7,8.800000000000011,1405,47.9,7047.587159675543,80,0,NoFailure,False
4071,11,2026-01-02 00:55:00,L51250,L,302.0,310.7,8.699999999999989,1348,58.1,8201.52555726561,83,0,NoFailure,False
4072,12,2026-01-02 00:55:00,L51251,L,301.9,310.6,8.700000000000045,1331,68.6,9561.604792808725,85,1,PWF,False
4073,13,2026-01-02 00:55:00,L51252,L,301.9,310.6,8.700000000000045,1610,33.4,5631.200111804584,87,0,NoFailure,False
4074,14,2026-01-02 00:55:00,M18933,M,301.9,310.6,8.700000000000045,1412,46.5,6875.6896816466215,89,0,NoFailure,False
4075,15,2026-01-02 00:55:00,L51254,L,302.0,310.7,8.699999999999989,1453,42.7,6497.138238864563,92,0,NoFailure,False
4076,16,2026-01-02 00:55:00,L51255,L,302.0,310.6,8.600000000000023,1583,38.9,6448.506384586994,94,0,NoFailure,False
4077,17,2026-01-02 00:55:00,M18936,M,302.0,310.6,8.600000000000023,1539,37.4,6027.522497030449,96,0,NoFailure,False
4078,18,2026-01-02 00:55:00,L51257,L,302.0,310.5,8.5,1635,39.8,6814.4286249016195,99,0,NoFailure,False
4079,19,2026-01-02 00:55:00,H33492,H,302.1,310.7,8.599999999999966,1294,62.4,8455.65945899,101,1,HDF,False
4080,20,2026-01-02 00:55:00,L51259,L,302.0,310.5,8.5,1978,22.0,4556.984863787114,106,0,NoFailure,False
4081,1,2026-01-02 01:00:00,L51260,L,302.0,310.4,8.399999999999977,1357,58.0,8242.073046447942,108,1,HDF,False
4082,2,2026-01-02 01:00:00,L51261,L,302.0,310.4,8.399999999999977,1336,58.2,8142.505503280171,110,1,HDF,False
4083,3,2026-01-02 01:00:00,L51262,L,302.0,310.4,8.399999999999977,1568,39.2,6436.662580282959,112,0,NoFailure,False
4084,4,2026-01-02 01:00:00,M18943,M,302.0,310.4,8.399999999999977,1567,36.4,5973.089168319249,114,0,NoFailure,False
4085,5,2026-01-02 01:00:00,L51264,L,302.0,310.4,8.399999999999977,1611,35.6,6005.84550772068,117,0,NoFailure,False
4086,6,2026-01-02 01:00:00,H33499,H,302.0,310.5,8.5,1841,23.6,4549.82203253693,119,0,NoFailure,False
4087,7,2026-01-02 01:00:00,L51266,L,302.0,310.5,8.5,1567,36.1,5923.860411437498,124,0,NoFailure,False
4088,8,2026-01-02 01:00:00,L51267,L,301.9,310.4,8.5,1376,54.9,7910.7816291513855,126,1,HDF,False
4089,9,2026-01-02 01:00:00,L51268,L,301.9,310.5,8.600000000000023,1477,42.4,6558.053720417668,128,0,NoFailure,False
4090,10,2026-01-02 01:00:00,M18949,M,301.9,310.5,8.600000000000023,1590,40.3,6710.127748802438,130,0,NoFailure,False
4091,11,2026-01-02 01:00:00,L51270,L,302.0,310.5,8.5,2197,15.8,3635.094971566702,133,0,NoFailure,False
4092,12,2026-01-02 01:00:00,M18951,M,302.0,310.4,8.399999999999977,1595,32.9,5495.221509781707,135,0,NoFailure,False
4093,13,2026-01-02 01:00:00,H33506,H,302.0,310.5,8.5,1812,24.4,4629.953589154494,138,0,NoFailure,False
4094,14,2026-01-02 01:00:00,M18953,M,302.0,310.5,8.5,1573,32.1,5287.646011183517,143,0,NoFailure,False
4095,15,2026-01-02 01:00:00,L51274,L,302.0,310.5,8.5,1651,30.9,5342.372555209051,146,0,NoFailure,False
4096,16,2026-01-02 01:00:00,H33509,H,302.0,310.5,8.5,1459,43.2,6600.360501486012,148,0,NoFailure,False
4097,17,2026-01-02 01:00:00,L51276,L,301.9,310.4,8.5,1370,51.7,7417.195535370382,153,1,HDF,False
4098,18,2026-01-02 01:00:00,L51277,L,301.9,310.4,8.5,1518,34.1,5420.6924600630455,155,0,NoFailure,False
4099,19,2026-01-02 01:00:00,L51278,L,302.0,310.3,8.300000000000011,1648,29.6,5108.313430541099,157,0,NoFailure,False
4100,20,2026-01-02 01:00:00,L51279,L,302.0,310.4,8.399999999999977,1464,47.2,7236.218854572586,159,0,NoFailure,False
4101,1,2026-01-02 01:05:00,L51280,L,302.0,310.4,8.399999999999977,1895,23.2,4603.899314080722,161,0,NoFailure,False
4102,2,2026-01-02 01:05:00,L51281,L,301.9,310.4,8.5,1884,23.4,4616.6332363032725,163,0,NoFailure,False
4103,3,2026-01-02 01:05:00,L51282,L,302.0,310.4,8.399999999999977,1450,46.6,7075.9138534354115,165,0,NoFailure,False
4104,4,2026-01-02 01:05:00,L51283,L,302.0,310.4,8.399999999999977,1448,43.4,6580.924514935803,167,0,NoFailure,False
4105,5,2026-01-02 01:05:00,L51284,L,302.1,310.5,8.399999999999977,1389,49.6,7214.604697115888,169,0,NoFailure,False
4106,6,2026-01-02 01:05:00,L51285,L,302.0,310.6,8.600000000000023,1583,35.2,5835.152306875635,171,0,NoFailure,False
4107,7,2026-01-02 01:05:00,L51286,L,301.9,310.5,8.600000000000023,1425,51.1,7625.430768425825,173,0,NoFailure,False
4108,8,2026-01-02 01:05:00,L51287,L,302.0,310.5,8.5,1809,27.1,5133.770803010689,175,0,NoFailure,False
4109,9,2026-01-02 01:05:00,L51288,L,301.9,310.5,8.600000000000023,1892,21.8,4319.229131763439,177,0,NoFailure,False
4110,10,2026-01-02 01:05:00,M18969,M,301.9,310.6,8.700000000000045,1475,47.8,7383.266334711612,179,0,NoFailure,False
4111,11,2026-01-02 01:05:00,L51290,L,302.0,310.6,8.600000000000023,1361,46.7,6655.851499723921,182,0,NoFailure,False
4112,12,2026-01-02 01:05:00,M18971,M,302.0,310.6,8.600000000000023,1563,41.0,6710.756067333157,184,0,NoFailure,False
4113,13,2026-01-02 01:05:00,H33526,H,301.9,310.5,8.600000000000023,1472,39.7,6119.654937584725,187,0,NoFailure,False
4114,14,2026-01-02 01:05:00,L51293,L,302.0,310.6,8.600000000000023,1325,55.3,7673.078257005271,192,0,NoFailure,False
4115,15,2026-01-02 01:05:00,L51294,L,302.0,310.6,8.600000000000023,1358,53.1,7551.320597727643,194,0,NoFailure,False
4116,16,2026-01-02 01:05:00,H33529,H,302.0,310.6,8.600000000000023,1346,54.7,7710.117634391095,196,0,NoFailure,False
4117,17,2026-01-02 01:05:00,M18976,M,302.0,310.5,8.5,1381,58.4,8445.690138302607,201,0,NoFailure,False
4118,18,2026-01-02 01:05:00,L51297,L,301.9,310.5,8.600000000000023,1340,55.7,7816.073082621167,204,1,OSF,False
4119,19,2026-01-02 01:05:00,L51298,L,302.0,310.6,8.600000000000023,1366,47.7,6823.350748037817,206,0,NoFailure,False
4120,20,2026-01-02 01:05:00,L51299,L,302.1,310.7,8.599999999999966,1325,45.1,6257.790766563069,208,1,HDF,False
4121,1,2026-01-02 01:10:00,M18980,M,302.1,310.7,8.599999999999966,1376,46.3,6671.56993496738,210,1,HDF,False
4122,2,2026-01-02 01:10:00,M18981,M,302.1,310.7,8.599999999999966,1364,47.8,6827.64425799772,213,1,HDF,False
4123,3,2026-01-02 01:10:00,L51302,L,302.2,310.6,8.400000000000034,1462,43.6,6675.172294543498,0,0,NoFailure,False
4124,4,2026-01-02 01:10:00,M18983,M,302.1,310.6,8.5,1517,38.9,6179.648885292779,2,0,NoFailure,False
4125,5,2026-01-02 01:10:00,L51304,L,302.1,310.6,8.5,1385,53.6,7773.975741063064,5,0,NoFailure,False
4126,6,2026-01-02 01:10:00,L51305,L,302.1,310.6,8.5,1439,40.0,6027.669104687616,7,0,NoFailure,False
4127,7,2026-01-02 01:10:00,M18986,M,302.0,310.6,8.600000000000023,1623,34.3,5829.6335757808265,9,0,NoFailure,False
4128,8,2026-01-02 01:10:00,H33541,H,302.0,310.6,8.600000000000023,1438,43.2,6505.358739641457,12,0,NoFailure,False
4129,9,2026-01-02 01:10:00,L51308,L,301.9,310.4,8.5,1708,24.8,4435.761275260597,17,0,NoFailure,False
4130,10,2026-01-02 01:10:00,M18989,M,301.8,310.3,8.5,1666,32.7,5704.94376335985,19,0,NoFailure,False
4131,11,2026-01-02 01:10:00,L51310,L,301.9,310.4,8.5,1286,62.8,8457.251199267817,22,1,HDF,False
4132,12,2026-01-02 01:10:00,L51311,L,301.9,310.3,8.400000000000034,1485,46.3,7200.059123129768,24,0,NoFailure,False
4133,13,2026-01-02 01:10:00,M18992,M,301.8,310.3,8.5,1409,52.5,7746.382085589032,26,0,NoFailure,False
4134,14,2026-01-02 01:10:00,L51313,L,301.8,310.3,8.5,1765,27.3,5045.869040563247,29,0,NoFailure,False
4135,15,2026-01-02 01:10:00,L51314,L,301.8,310.3,8.5,1688,28.8,5090.888063289188,31,0,NoFailure,False
4136,16,2026-01-02 01:10:00,M18995,M,301.7,310.3,8.600000000000023,1787,26.7,4996.4832040488145,33,0,NoFailure,False
4137,17,2026-01-02 01:10:00,L51316,L,301.7,310.1,8.400000000000034,1487,48.0,7474.477241420836,36,0,NoFailure,False
4138,18,2026-01-02 01:10:00,L51317,L,301.7,310.1,8.400000000000034,1384,50.5,7319.0731248232605,38,0,NoFailure,False
4139,19,2026-01-02 01:10:00,L51318,L,301.7,310.2,8.5,1311,57.4,7880.3081804115645,40,1,HDF,False
4140,20,2026-01-02 01:10:00,H33553,H,301.7,310.2,8.5,1620,30.8,5225.096901450544,42,0,NoFailure,False
4141,1,2026-01-02 01:15:00,L51320,L,301.7,310.2,8.5,1331,61.2,8530.178036733148,47,1,HDF,False
4142,2,2026-01-02 01:15:00,H33555,H,301.7,310.1,8.400000000000034,1462,38.3,5863.740800023301,49,0,NoFailure,False
4143,3,2026-01-02 01:15:00,L51322,L,301.7,310.1,8.400000000000034,1424,50.2,7485.870750777856,54,0,NoFailure,False
4144,4,2026-01-02 01:15:00,L51323,L,301.7,310.1,8.400000000000034,1500,39.6,6220.353454107791,56,0,NoFailure,False
4145,5,2026-01-02 01:15:00,L51324,L,301.8,310.1,8.300000000000011,1738,28.0,5096.082163143124,58,0,NoFailure,False
4146,6,2026-01-02 01:15:00,M19005,M,301.8,310.3,8.5,1465,46.5,7133.771518139023,60,0,NoFailure,False
4147,7,2026-01-02 01:15:00,L51326,L,301.8,310.3,8.5,1482,41.4,6425.059631415702,63,0,NoFailure,False
4148,8,2026-01-02 01:15:00,L51327,L,301.9,310.3,8.400000000000034,1398,44.0,6441.5215769205115,65,0,NoFailure,False
4149,9,2026-01-02 01:15:00,L51328,L,301.9,310.3,8.400000000000034,1972,21.3,4398.606706144142,67,0,NoFailure,False
4150,10,2026-01-02 01:15:00,L51329,L,301.9,310.4,8.5,1603,37.6,6311.75285637623,69,0,NoFailure,False
4151,11,2026-01-02 01:15:00,L51330,L,301.9,310.4,8.5,1610,34.8,5867.238439844296,71,0,NoFailure,False
4152,12,2026-01-02 01:15:00,M19011,M,301.9,310.4,8.5,1373,48.0,6901.450741406057,73,1,HDF,False
4153,13,2026-01-02 01:15:00,M19012,M,302.0,310.5,8.5,1425,44.7,6670.386601734527,76,0,NoFailure,False
4154,14,2026-01-02 01:15:00,M19013,M,302.0,310.4,8.399999999999977,1212,55.6,7056.771082199537,79,1,HDF,False
4155,15,2026-01-02 01:15:00,M19014,M,302.0,310.4,8.399999999999977,1828,26.3,5034.548835034811,82,0,NoFailure,False
4156,16,2026-01-02 01:15:00,L51335,L,302.0,310.5,8.5,1370,44.4,6369.893264418663,85,1,HDF,False
4157,17,2026-01-02 01:15:00,M19016,M,302.0,310.5,8.5,1823,25.1,4791.693250936809,87,0,NoFailure,False
4158,18,2026-01-02 01:15:00,L51337,L,302.0,310.5,8.5,1263,60.6,8015.019673397495,90,1,HDF,False
4159,19,2026-01-02 01:15:00,L51338,L,301.9,310.4,8.5,1889,21.5,4253.035774552302,92,0,NoFailure,False
4160,20,2026-01-02 01:15:00,M19019,M,302.0,310.5,8.5,1639,32.9,5646.813827292926,94,0,NoFailure,False
4161,1,2026-01-02 01:20:00,M19020,M,302.0,310.4,8.399999999999977,1608,33.1,5573.6880222928685,97,0,NoFailure,False
4162,2,2026-01-02 01:20:00,H33575,H,301.9,310.3,8.400000000000034,1653,32.4,5608.496868894642,100,0,NoFailure,False
4163,3,2026-01-02 01:20:00,L51342,L,302.0,310.4,8.399999999999977,1591,29.8,4964.9520857822845,105,0,NoFailure,False
4164,4,2026-01-02 01:20:00,L51343,L,302.1,310.5,8.399999999999977,1696,30.9,5487.985374702937,107,0,NoFailure,False
4165,5,2026-01-02 01:20:00,L51344,L,302.2,310.6,8.400000000000034,1346,47.5,6695.257543575448,109,1,HDF,False
4166,6,2026-01-02 01:20:00,M19025,M,302.2,310.5,8.300000000000011,1507,40.4,6375.631906999222,111,0,NoFailure,False
4167,7,2026-01-02 01:20:00,H33580,H,302.3,310.6,8.300000000000011,1525,48.7,7777.2744133493325,114,0,NoFailure,False
4168,8,2026-01-02 01:20:00,M19027,M,302.3,310.7,8.399999999999977,1559,33.9,5534.449530049531,119,0,NoFailure,False
4169,9,2026-01-02 01:20:00,L51348,L,302.2,310.6,8.400000000000034,1632,30.5,5212.530530836185,122,0,NoFailure,False
4170,10,2026-01-02 01:20:00,L51349,L,302.1,310.5,8.399999999999977,1559,36.0,5877.291536335785,124,0,NoFailure,False
4171,11,2026-01-02 01:20:00,M19030,M,302.2,310.6,8.400000000000034,1355,51.5,7307.606311637659,126,1,HDF,False
4172,12,2026-01-02 01:20:00,M19031,M,302.2,310.5,8.300000000000011,1832,23.7,4546.764215687435,129,0,NoFailure,False
4173,13,2026-01-02 01:20:00,L51352,L,302.2,310.6,8.400000000000034,1386,50.0,7257.079029792422,132,0,NoFailure,False
4174,14,2026-01-02 01:20:00,M19033,M,302.2,310.6,8.400000000000034,1346,49.2,6934.877287240253,134,1,HDF,False
4175,15,2026-01-02 01:20:00,L51354,L,302.3,310.7,8.399999999999977,1499,37.8,5933.651708541185,137,0,NoFailure,False
4176,16,2026-01-02 01:20:00,L51355,L,302.3,310.7,8.399999999999977,1612,33.4,5638.195391446578,139,0,NoFailure,False
4177,17,2026-01-02 01:20:00,M19036,M,302.3,310.7,8.399999999999977,1544,39.7,6418.985885618762,141,0,NoFailure,False
4178,18,2026-01-02 01:20:00,L51357,L,302.5,310.9,8.399999999999977,1477,39.2,6063.1062698201085,144,0,NoFailure,False
4179,19,2026-01-02 01:20:00,L51358,L,302.5,310.9,8.399999999999977,1624,34.4,5850.231951612865,146,0,NoFailure,False
4180,20,2026-01-02 01:20:00,L51359,L,302.4,310.9,8.5,1349,46.1,6512.406379161009,148,1,HDF,False
4181,1,2026-01-02 01:25:00,L51360,L,302.4,310.8,8.400000000000034,1686,28.8,5084.856205394296,150,0,NoFailure,False
4182,2,2026-01-02 01:25:00,M19041,M,302.4,310.7,8.300000000000011,1521,40.4,6434.8614004949,152,0,NoFailure,False
4183,3,2026-01-02 01:25:00,L51362,L,302.4,310.7,8.300000000000011,1362,54.8,7816.031194719117,155,1,HDF,False
4184,4,2026-01-02 01:25:00,L51363,L,302.3,310.7,8.399999999999977,1402,50.9,7472.990220898137,157,0,NoFailure,False
4185,5,2026-01-02 01:25:00,L51364,L,302.2,310.6,8.400000000000034,1334,53.2,7431.83535713611,159,1,HDF,False
4186,6,2026-01-02 01:25:00,L51365,L,302.2,310.6,8.400000000000034,1348,48.4,6832.2519272229865,161,1,HDF,False
4187,7,2026-01-02 01:25:00,M19046,M,302.2,310.6,8.400000000000034,1570,34.6,5688.586537610159,163,0,NoFailure,False
4188,8,2026-01-02 01:25:00,M19047,M,302.2,310.7,8.5,1601,33.0,5532.658822236985,166,0,NoFailure,False
